,city,state,country,latitude,longitude,population,msa,new_label
11366,talara,rajasthan,india,26.9869,75.6561,1794055.4780672078,,jaipur MSA
11367,wakad,maharashtra,india,20.1377,77.0448,110071.57083108218,,nanded MSA
11368,siruseri,tamil nadu,india,12.8347,80.2031,81987.42644338074,,chennai MSA
11369,jogeshwari,maharashtra,india,19.8274,75.2048,691649.3918495091,,aurangabad MSA
11370,patalganga,bihar,india,25.0035,85.07,198375.86166405134,,patna MSA
11371,baripada,odisha,india,21.9346,86.7285,124825.09426283946,,kharagpur-balasore MSA
11372,nerul,goa,india,15.5103,73.7809,60295.79789710624,,vasco da gama MSA
11373,saket,chhattisgarh,india,22.0007,81.9729,230207.89344177314,,korba-saket MSA
11374,koramangala,karnataka,india,12.8707,77.1596,2570643.3667468065,,bangalore MSA
11375,bommasandra,karnataka,india,13.208,78.1107,96377.21521809821,,bangalore MSA
11376,jigani,karnataka,india,12.7861,77.6385,7552154.490629693,,bangalore MSA
11377,adyar,tamil nadu,india,13.0044,80.2583,224473.97902286932,,chennai MSA
11378,trombay,maharashtra,india,19.0333,72.9333,5894838.630254824,,mumbai MSA
11379,marol,rajasthan,india,24.5728,72.5207,67771.5832474829,,palanpur MSA
11380,khar,maharashtra,india,19.0667,72.8333,7006075.953435818,,mumbai MSA
11381,kalina,uttar pradesh,india,29.0762,77.4715,537091.3532045421,,delhi MSA
11382,nungambakkam,tamil nadu,india,13.0667,79.8946,72818.70104257273,,chennai MSA
11383,marmagao,goa,india,15.4093,73.7887,76354.82675788783,,vasco da gama MSA
11384,bhandup,maharashtra,india,19.15,72.9333,430845.36769952456,,mumbai MSA
11385,janakpuri,delhi,india,28.6183,77.0918,575764.9977277529,,delhi MSA
11386,surampalem,andhra pradesh,india,17.0123,80.7994,258378.59805345378,,surampalem-banjara MSA
11387,modinagar,uttar pradesh,india,28.8306,77.573,901481.1919214198,,delhi MSA
11388,kondotti,kerala,india,11.1423,75.9657,216307.39738772722,,kozhikode-thrissur-trichur MSA
11389,lalru,punjab,india,30.4917,76.7987,121962.01803090761,,chandigarh MSA
11390,bhatinda,punjab,india,30.2133,74.9519,234463.40813898024,,bathinda MSA
11391,juhu,maharashtra,india,19.1064,72.8253,5598725.7414070135,,mumbai MSA
11392,kalpakkam,tamil nadu,india,12.5487,79.6615,177408.0388666105,,chennai MSA
11393,bangsar,uttarakhand,india,29.6558,79.5629,50413.01978737344,,haldwani MSA
11394,viramgam,gujarat,india,23.12,72.03,1597319.1234863533,,ahmedabad MSA
11395,ghansoli,maharashtra,india,19.1167,72.9833,345017.6621581411,,mumbai MSA
11396,balanagar,telangana,india,16.9498,78.1826,2623984.867431491,,hyderabad MSA
11397,shamshabad,haryana,india,27.8756,77.1914,70110.38118670769,,faridabad MSA
11398,patratu,jharkhand,india,23.792,84.5374,89288.44960107343,,patratu MSA
11399,nagar,punjab,india,30.2998,76.5673,196847.96219123952,,chandigarh MSA
11400,viralimalai,tamil nadu,india,10.6023,78.5471,542111.1829313348,,tiruchirappalli MSA
11401,andheri,maharashtra,india,19.1309,72.8526,4548648.9493799275,,mumbai MSA
11402,haryana,haryana,india,29.6161,76.9806,220778.79724000246,,panipat MSA
11403,wadala,maharashtra,india,21.3339,78.1421,292530.87819664134,,wadala MSA
11404,jhagadia,gujarat,india,21.7143,73.151,98141.4091762611,,vadodara MSA
11405,kottakkal,kerala,india,11.0009,76.0062,83869.66651574415,,kozhikode-thrissur-trichur MSA
11406,mahuva,gujarat,india,21.0183,73.1403,82987.21303319026,,surat MSA
11407,banjara,telangana,india,17.0248,79.99,141517.43714409633,,surampalem-banjara MSA
11408,medchal,telangana,india,17.6297,78.4814,214093.02912641715,,hyderabad MSA
11409,ghatkopar,maharashtra,india,19.0761,72.9107,7001313.899875389,,mumbai MSA
11410,pantnagar,uttarakhand,india,29.05,79.5167,77309.83371412587,,haldwani MSA
11411,malad,maharashtra,india,19.197,72.845,455568.5963554728,,mumbai MSA
11412,kottarakara,kerala,india,9.0036,76.7738,280482.4199308412,,thiruvananthapuram MSA
11413,mithapur,bihar,india,25.1319,83.5654,442814.4659444716,,mithapur MSA
11414,kundli,haryana,india,28.8826,77.1353,496349.1111237394,,delhi MSA
11415,tenkasi,tamil nadu,india,8.9544,77.3141,83967.99362844955,,tirunelveli MSA
11416,bihar,bihar,india,25.2008,85.5239,244148.26869191744,,patna MSA
11417,pattambi,kerala,india,10.8001,76.1841,146373.9570623516,,kozhikode-thrissur-trichur MSA
11418,savli,gujarat,india,22.5667,73.2167,69285.38276348423,,vadodara MSA
11419,bandra,maharashtra,india,19.0772,72.8604,8371869.980373715,,mumbai MSA
11420,umargam,gujarat,india,20.1972,72.7503,53494.15227075706,,surat MSA
11421,vijayapura,rajasthan,india,28.4315,75.3072,78415.29732849251,,sikar MSA
11422,wynberg,uttarakhand,india,30.4456,78.0914,90896.75053207348,,dehra dun-muzaffarnagar MSA
11423,karjan,gujarat,india,22.053,73.1235,591852.8439218263,,vadodara MSA
11424,perintalmanna,kerala,india,10.9772,76.2254,87003.62125797867,,kozhikode-thrissur-trichur MSA
11425,wagholi,maharashtra,india,17.9027,74.0813,52975.62148703216,,satara-pandharpur MSA
11426,eluru,andhra pradesh,india,17.2629,82.1612,118551.96655904774,,rajahmundry MSA
11427,uppal,telangana,india,15.9746,77.68,314646.4948930125,,kurnool MSA
11428,nilambur,kerala,india,11.2727,76.2257,185620.6586865549,,kozhikode-thrissur-trichur MSA
11429,jadcherla,telangana,india,16.7739,78.1365,2571604.5927201165,,hyderabad MSA
11430,hazira,uttarakhand,india,29.193,79.2129,94303.61625131294,,haldwani MSA
11431,gopichettipalaiyam,tamil nadu,india,11.457,77.434,154287.72187224857,,coimbatore MSA
11432,palampur,himachal pradesh,india,32.11453,76.55681,4131.0,,himachal pradesh-Non-MA
11433,jetpur,gujarat,india,22.34472,73.84093,8446.0,,gujarat-Non-MA
11434,banjar,himachal pradesh,india,31.639,77.34055,1351.0,,himachal pradesh-Non-MA
11435,buddh gaya,bihar,india,24.69808,84.9869,35188.0,,bihar-Non-MA
11436,leh,ladakh,india,34.16504,77.58402,37475.0,,ladakh-Non-MA
11437,auroville,tamil nadu,india,12.00549,79.80885,2000.0,,tamil nadu-Non-MA
11438,gadarwara,madhya pradesh,india,22.9235,78.7849,41420.0,,madhya pradesh-Non-MA
11439,rudraprayag,uttarakhand,india,30.28467,78.98354,2571.0,,uttarakhand-Non-MA
11440,khargone,madhya pradesh,india,21.82292,75.61394,94985.0,,madhya pradesh-Non-MA
11441,dungarpur,rajasthan,india,23.84306,73.71466,45195.0,,rajasthan-Non-MA
11442,dhamtari,chhattisgarh,india,20.70718,81.54874,87151.0,,chhattisgarh-Non-MA
11443,gumla,jharkhand,india,23.04268,84.54429,44951.0,,jharkhand-Non-MA
11444,pitampura,delhi,india,28.68964,77.13126,2000.0,,delhi-Non-MA
11445,idukki,kerala,india,9.85,76.96667,11248.0,,kerala-Non-MA
11446,gadag,karnataka,india,15.42977,75.62971,162569.0,,karnataka-Non-MA
11447,khamgaon,maharashtra,india,20.70738,76.56827,94604.0,,maharashtra-Non-MA
11448,suratgarh,rajasthan,india,29.3215,73.89979,63153.0,,rajasthan-Non-MA
11449,charneca,lisbon,portugal,38.78351,-9.14348,10509.0,,lisbon MSA
11450,belas,lisbon,portugal,38.7767,-9.26353,21019.0,,lisbon MSA
11451,avintes,porto,portugal,41.10711,-8.55131,11577.0,,porto MSA
11452,serpa,beja,portugal,37.94581,-7.59754,6586.0,,beja MSA
11453,serta,castelo branco,portugal,39.80205,-8.09589,5636.0,,castelo branco MSA
11454,alhandra,lisbon,portugal,38.92732,-9.00864,7226.0,,santarem-povoa de santa iria-vialonga MSA
11455,madalena,porto,portugal,41.21616,-8.33451,9618.0,,porto MSA
11456,mem martins,lisbon,portugal,38.79443,-9.34284,9000.0,,lisbon MSA
11457,moura,beja,portugal,38.1401,-7.44856,9360.0,,beja MSA
11458,mozelos,viana do castelo,portugal,41.86774,-8.39776,7230.0,,braga MSA
11459,azeitao,district of setubal,portugal,38.51919,-9.0139,18877.0,,lisbon MSA
11460,funchal,madeira,portugal,32.66568,-16.92547,100847.0,,funchal MSA
11461,viana do castelo,viana do castelo,portugal,41.69323,-8.83287,36148.0,,viana do castelo MSA
11462,tomar,santarem,portugal,39.60199,-8.40924,19168.0,,leiria MSA
11463,alfragide,lisbon,portugal,38.73203,-9.2192,17044.0,,lisbon MSA
11464,olhao,faro,portugal,37.0286,-7.8411,29239.0,,faro MSA
11465,almada,district of setubal,portugal,38.67902,-9.1569,34008.0,,lisbon MSA
11466,guimaraes,braga,portugal,41.44443,-8.29619,40604.0,,porto MSA
11467,ovar,aveiro,portugal,40.85862,-8.62513,18452.0,,aveiro MSA
11468,vila do conde,porto,portugal,41.35326,-8.74516,27642.0,,viana do castelo MSA
11469,cascais,lisbon,portugal,38.69681,-9.42147,36436.0,,lisbon MSA
11470,marinha grande,leiria,portugal,39.74769,-8.93228,28916.0,,leiria MSA
11471,castelo branco,castelo branco,portugal,39.82219,-7.49087,33479.0,,castelo branco MSA
11472,gondomar,porto,portugal,41.14454,-8.53223,27691.0,,porto MSA
11473,barreiro,district of setubal,portugal,38.66314,-9.0724,51280.0,,lisbon MSA
11474,loures,lisbon,portugal,38.83091,-9.16845,66231.0,,lisbon MSA
11475,mira,coimbra,portugal,40.42892,-8.73746,7682.0,,aveiro MSA
11476,vila franca de xira,lisbon,portugal,38.95525,-8.98966,18355.0,,santarem-povoa de santa iria-vialonga MSA
11477,santo tirso,porto,portugal,41.34257,-8.47746,14021.0,,porto MSA
11478,costa de caparica,district of setubal,portugal,38.64458,-9.23556,14231.0,,lisbon MSA
11479,barcarena,lisbon,portugal,38.73245,-9.28,11968.0,,lisbon MSA
11480,lousa,coimbra,portugal,40.11673,-8.24921,11445.0,,coimbra MSA
11481,porto de mos,leiria,portugal,39.60191,-8.81839,6032.0,,leiria MSA
11482,silves,faro,portugal,37.18921,-8.43822,10917.0,,portimao MSA
11483,bombarral,leiria,portugal,39.26723,-9.15795,5852.0,,caldas da rainha MSA
11484,cacem,lisbon,portugal,38.76698,-9.29793,93982.0,,lisbon MSA
11485,nazare,leiria,portugal,39.60289,-9.06836,8993.0,,leiria MSA
11486,almeirim,santarem,portugal,39.20837,-8.62635,11557.0,,santarem-povoa de santa iria-vialonga MSA
11487,quinta do conde,district of setubal,portugal,38.56528,-9.04316,25606.0,,lisbon MSA
11488,peniche,leiria,portugal,39.3558,-9.38112,15662.0,,caldas da rainha MSA
11489,alenquer,lisbon,portugal,39.05315,-9.00928,9626.0,,santarem-povoa de santa iria-vialonga MSA
11490,carnaxide,lisbon,portugal,38.72706,-9.24671,23698.0,,lisbon MSA
11491,sesimbra,district of setubal,portugal,38.44451,-9.10149,41134.0,,lisbon MSA
11492,sao vicente,madeira,portugal,32.79673,-17.04323,6063.0,,funchal MSA
11493,macedo de cavaleiros,braganca,portugal,41.53816,-6.9611,6566.0,,braganca-chaves MSA
11494,chaves,vila real,portugal,41.74019,-7.46879,17535.0,,braganca-chaves MSA
11495,castanheira do ribatejo,lisbon,portugal,38.99298,-8.97346,7651.0,,santarem-povoa de santa iria-vialonga MSA
11496,mirandela,braganca,portugal,41.48739,-7.18695,12504.0,,braganca-chaves MSA
11497,marco de canavezes,porto,portugal,41.18389,-8.14864,9042.0,,porto MSA
11498,benedita,leiria,portugal,39.4247,-8.96996,8556.0,,caldas da rainha MSA
11499,alcabideche,lisbon,portugal,38.73366,-9.40928,33315.0,,lisbon MSA
11500,peso da regua,vila real,portugal,41.16318,-7.78901,5048.0,,vila real MSA
11501,esmoriz,aveiro,portugal,40.95773,-8.62753,11393.0,,porto MSA
11502,alcacer do sal,district of setubal,portugal,38.37326,-8.51444,9198.0,,sines-alcacer do sal MSA
11503,benfica,lisbon,portugal,38.75087,-9.20282,36985.0,,lisbon MSA
11504,camarate,lisbon,portugal,38.80358,-9.12809,20177.0,,lisbon MSA
11505,obidos,leiria,portugal,39.36055,-9.1567,11187.0,,caldas da rainha MSA
11506,fafe,braga,portugal,41.45083,-8.17258,16868.0,,porto MSA
11507,portalegre,portalegre,portugal,39.29379,-7.43122,15581.0,,portalegre-elvas MSA
11508,cantanhede,coimbra,portugal,40.34671,-8.59419,7347.0,,aveiro MSA
11509,batalha,leiria,portugal,39.66025,-8.82475,7910.0,,leiria MSA
11510,sintra,lisbon,portugal,38.80097,-9.37826,26193.0,,lisbon MSA
11511,palmela,district of setubal,portugal,38.56902,-8.90126,16934.0,,lisbon MSA
11512,vila real,vila real,portugal,41.30062,-7.74413,17001.0,,vila real MSA
11513,leca da palmeira,porto,portugal,41.191,-8.70027,17996.0,,porto MSA
11514,alvor,faro,portugal,37.12994,-8.59174,5272.0,,portimao MSA
11515,guarda,guarda,portugal,40.53733,-7.26575,32111.0,,guarda-viseu MSA
11516,oia,aveiro,portugal,40.54264,-8.53856,7118.0,,aveiro MSA
11517,santarem,santarem,portugal,39.23333,-8.68333,29385.0,,santarem-povoa de santa iria-vialonga MSA
11518,ponte de lima,viana do castelo,portugal,41.76719,-8.58393,44667.0,,braga MSA
11519,queluz,lisbon,portugal,38.75657,-9.25451,103399.0,,lisbon MSA
11520,carcavelos,lisbon,portugal,38.69105,-9.32215,20366.0,,lisbon MSA
11521,ponta delgada,azores,portugal,37.73952,-25.66874,20056.0,,ponta delgada MSA
11522,pombal,leiria,portugal,39.91674,-8.62847,17355.0,,coimbra MSA
11523,covilha,castelo branco,portugal,40.28106,-7.50504,17610.0,,guarda-viseu MSA
11524,mafra,lisbon,portugal,38.93793,-9.32756,12259.0,,lisbon MSA
11525,sintra,lisboa,portugal,38.7974,-9.3904,377835.0,,lisbon MSA
11526,vialonga,lisbon,portugal,38.87206,-9.07805,16088.0,,santarem-povoa de santa iria-vialonga MSA
11527,portimao,faro,portugal,37.13856,-8.53775,38487.0,,portimao MSA
11528,vila nova de famalicao,braga,portugal,41.40797,-8.51978,9496.0,,porto MSA
11529,samora correia,santarem,portugal,38.93709,-8.87178,14154.0,,santarem-povoa de santa iria-vialonga MSA
11530,campo maior,portalegre,portugal,39.01774,-7.06497,8235.0,,portalegre-elvas MSA
11531,sacavem,lisbon,portugal,38.79202,-9.10801,17718.0,,lisbon MSA
11532,perafita,porto,portugal,41.18252,-8.2545,12538.0,,porto MSA
11533,massama,lisbon,portugal,38.75279,-9.2811,28112.0,,lisbon MSA
11534,caparica,district of setubal,portugal,38.66179,-9.20032,21167.0,,lisbon MSA
11535,condeixa a nova,coimbra,portugal,40.11283,-8.49804,17078.0,,coimbra MSA
11536,linda a velha,lisbon,portugal,38.71446,-9.2422,20895.0,,lisbon MSA
11537,bobadela,lisbon,portugal,38.80774,-9.09925,8399.0,,lisbon MSA
11538,coronado,porto,portugal,41.28544,-8.5632,8697.0,,porto MSA
11539,avanca,aveiro,portugal,40.80771,-8.5722,6540.0,,aveiro MSA
11540,alges,lisbon,portugal,38.70245,-9.22936,19327.0,,lisbon MSA
11541,maceira,leiria,portugal,39.68853,-8.89423,9831.0,,leiria MSA
11542,lourinha,lisbon,portugal,39.24166,-9.31254,9196.0,,caldas da rainha MSA
11543,oliveira de azemeis,aveiro,portugal,40.84101,-8.47555,11771.0,,aveiro MSA
11544,campo,porto,portugal,41.18516,-8.46493,8916.0,,porto MSA
11545,seia,guarda,portugal,40.4151,-7.70859,7082.0,,guarda-viseu MSA
11546,alfena,porto,portugal,41.23671,-8.52454,15211.0,,porto MSA
11547,ermesinde,porto,portugal,41.21653,-8.55318,39420.0,,porto MSA
11548,vila real de santo antonio,faro,portugal,37.195,-7.41766,11560.0,,faro MSA
11549,senhora da hora,porto,portugal,41.18641,-8.65172,28930.0,,porto MSA
11550,grandola,district of setubal,portugal,38.17718,-8.56675,10737.0,,sines-alcacer do sal MSA
11551,arruda dos vinhos,lisbon,portugal,38.98411,-9.07746,6170.0,,santarem-povoa de santa iria-vialonga MSA
11552,fatima,santarem,portugal,39.62071,-8.65237,11798.0,,leiria MSA
11553,povoa de santa iria,lisbon,portugal,38.86101,-9.06453,28901.0,,santarem-povoa de santa iria-vialonga MSA
11554,estoril,lisbon,portugal,38.70571,-9.39773,23700.0,,lisbon MSA
11555,parede,lisbon,portugal,38.69282,-9.35412,17212.0,,lisbon MSA
11556,aljustrel,beja,portugal,37.87759,-8.16516,5334.0,,beja MSA
11557,santiago do cacem,district of setubal,portugal,38.01693,-8.69475,7797.0,,sines-alcacer do sal MSA
11558,moncao,viana do castelo,portugal,42.07892,-8.48076,19738.0,,braga MSA
11559,rio tinto,porto,portugal,41.17872,-8.55953,49966.0,,porto MSA
11560,cartaxo,santarem,portugal,39.16022,-8.78741,10502.0,,santarem-povoa de santa iria-vialonga MSA
11561,albergaria a velha,aveiro,portugal,40.69318,-8.47994,7974.0,,aveiro MSA
11562,tavira,faro,portugal,37.12734,-7.64861,15133.0,,faro MSA
11563,elvas,portalegre,portugal,38.8815,-7.16282,9904.0,,portalegre-elvas MSA
11564,sao domingos de rana,lisbon,portugal,38.70194,-9.34083,46718.0,,lisbon MSA
11565,abrantes,santarem,portugal,39.46667,-8.2,13646.0,,castelo branco MSA
11566,viseu,viseu,portugal,40.66101,-7.90971,26364.0,,guarda-viseu MSA
11567,setubal,district of setubal,portugal,38.5244,-8.8882,117110.0,,lisbon MSA
11568,oeiras,lisbon,portugal,38.69105,-9.31085,35000.0,,lisbon MSA
11569,vila nova de gaia,porto,portugal,41.12401,-8.61241,70811.0,,porto MSA
11570,loule,faro,portugal,37.13772,-8.01968,23109.0,,faro MSA
11571,leiria,leiria,portugal,39.74362,-8.80705,45112.0,,leiria MSA
11572,coimbra,coimbra,portugal,40.20564,-8.41955,106582.0,,coimbra MSA
11573,braganca,braganca,portugal,41.80582,-6.75719,34375.0,,braganca-chaves MSA
11574,alcobaca,leiria,portugal,39.55223,-8.97749,15800.0,,leiria MSA
11575,maia,porto,portugal,41.23574,-8.6199,36426.0,,porto MSA
11576,barcelos,braga,portugal,41.53174,-8.61843,19085.0,,viana do castelo MSA
11577,matosinhos,porto,portugal,41.18207,-8.68908,28070.0,,porto MSA
11578,tabua,coimbra,portugal,40.36207,-8.02936,12071.0,,guarda-viseu MSA
11579,aveiro,aveiro,portugal,40.64427,-8.64554,54162.0,,aveiro MSA
11580,paco de arcos,lisbon,portugal,38.69569,-9.29143,25974.0,,lisbon MSA
11581,agueda,aveiro,portugal,40.5772,-8.44442,11941.0,,aveiro MSA
11582,figueira da foz,coimbra,portugal,40.15085,-8.86179,46600.0,,coimbra MSA
11583,braga,braga,portugal,41.55032,-8.42005,121394.0,,braga MSA
11584,albufeira,faro,portugal,37.08819,-8.2503,15851.0,,faro MSA
11585,almancil,faro,portugal,37.08686,-8.03074,9898.0,,faro MSA
11586,caldas da rainha,leiria,portugal,39.40326,-9.13839,27378.0,,caldas da rainha MSA
11587,lisbon,lisbon,portugal,38.71667,-9.13333,517802.0,,lisbon MSA
11588,faro,faro,portugal,37.01869,-7.92716,41355.0,,faro MSA
11589,evora,evora,portugal,38.56667,-7.9,55620.0,,evora MSA
11590,lagos,faro,portugal,37.10202,-8.67422,18831.0,,portimao MSA
11591,porto,porto,portugal,41.14961,-8.61099,249633.0,,porto MSA
11592,rio maior,santarem,portugal,39.33732,-8.93906,12064.0,,caldas da rainha MSA
11593,prior velho,lisbon,portugal,38.79174,-9.12119,6500.0,,lisbon MSA
11594,sines,district of setubal,portugal,37.95622,-8.86979,12791.0,,sines-alcacer do sal MSA
11595,coruche,santarem,portugal,38.95955,-8.52524,8776.0,,santarem-povoa de santa iria-vialonga MSA
11596,arcos de valdevez,viana do castelo,portugal,41.84668,-8.41905,22847.0,,braga MSA
11597,carregado,lisbon,portugal,39.02362,-8.97692,10474.0,,santarem-povoa de santa iria-vialonga MSA
11598,lagoa,faro,portugal,37.13535,-8.45319,6301.0,,portimao MSA
11599,penafiel,porto,portugal,41.20835,-8.28285,8065.0,,porto MSA
11600,torres novas,santarem,portugal,39.47581,-8.54348,15002.0,,leiria MSA
11601,torres vedras,lisbon,portugal,39.09109,-9.2586,24443.0,,lisbon MSA
11602,mangualde,viseu,portugal,40.60425,-7.76115,8895.0,,guarda-viseu MSA
11603,vendas novas,evora,portugal,38.67706,-8.45792,11248.0,,montemor o novo MSA
11604,beja,beja,portugal,38.01506,-7.86323,34760.0,,beja MSA
11605,ilhavo,aveiro,portugal,40.60188,-8.67021,17236.0,,aveiro MSA
11606,pacos de ferreira,porto,portugal,41.27657,-8.37617,6782.0,,porto MSA
11607,vale de cambra,aveiro,portugal,40.8497,-8.39389,7649.0,,aveiro MSA
11608,pinhal novo,district of setubal,portugal,38.63106,-8.91376,23510.0,,lisbon MSA
11609,amora,district of setubal,portugal,38.62961,-9.11557,52577.0,,lisbon MSA
11610,montemor o novo,evora,portugal,38.64812,-8.21455,12854.0,,montemor o novo MSA
11611,salvaterra de magos,santarem,portugal,39.02788,-8.7935,5165.0,,santarem-povoa de santa iria-vialonga MSA
11612,ponte de sor,portalegre,portugal,39.24964,-8.01009,11062.0,,castelo branco MSA
11613,valongo,porto,portugal,41.18883,-8.49857,21328.0,,porto MSA
11614,vila vicosa,evora,portugal,38.7777,-7.41793,8319.0,,evora MSA
11615,moita,district of setubal,portugal,38.65078,-8.99038,17795.0,,lisbon MSA
11616,corroios,district of setubal,portugal,38.64004,-9.1508,52520.0,,lisbon MSA
11617,felgueiras,porto,portugal,41.36806,-8.19396,58065.0,,porto MSA
11618,paredes,porto,portugal,41.20485,-8.33147,19834.0,,porto MSA
